problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[0.52533341 1.09381003 1.11992658],"[[0.27203349 0.77863332]
 [1.09381003 1.09381003]
 [1.11992658 1.11992658]]",0.686674127755314,0.6821372059798531,8.962104524031199,8.872901708401763,22,0,28524,32574
DTLZ1,3,2,100,[0.20055607 0.25408603 1.07703195],"[[0.1739759  0.22713624]
 [0.22750587 0.2806662 ]
 [1.05045178 1.10361212]]",0.5714781065297573,0.5690374731914117,8.636744685874541,8.233272370953506,39,0,25782,9300
DTLZ1,3,3,100,[0.         0.         1.06587992],"[[0.         0.        ]
 [0.         0.        ]
 [1.06587992 1.06587992]]",0.5518996276810567,0.5585578343593248,8.079724725527953,8.0,94,1,23178,1506
DTLZ1,3,4,100,[0.         0.16730455 0.30558289],"[[0.         0.06667731]
 [0.10062724 0.23398186]
 [0.23890558 0.3722602 ]]",0.6133940044524419,0.5966542530350011,8.594884912411286,8.924973993381998,100,1,21852,12996
DTLZ1,3,5,100,[0.         0.0581427  0.35915845],"[[0.         0.        ]
 [0.0341555  0.0821299 ]
 [0.33517126 0.38314565]]",0.5596284521782384,0.557041020713983,8.132094508138893,8.329114222602776,102,1,28080,33432
DTLZ1,3,6,100,[0.         0.04380675 0.31603984],"[[0.         0.        ]
 [0.00503014 0.08258336]
 [0.27726323 0.35481645]]",0.5564410830619274,0.5553985494058472,8.14560519599015,8.469191588160133,104,1,32214,37098
DTLZ1,3,7,100,[0.         0.04380675 0.31603984],"[[0.         0.        ]
 [0.00503014 0.08258336]
 [0.27726323 0.35481645]]",0.5572810688725348,0.5554600218717388,8.122921194934241,8.457903672089078,96,6,32400,38328
DTLZ2,3,1,100,[1.66082645e-17 5.92084690e-17 1.00426861e+00],"[[1.66082645e-17 1.66082645e-17]
 [5.92084690e-17 5.92084690e-17]
 [1.00426861e+00 1.00426861e+00]]",0.008727402091234182,0.0804079694096973,8.080288562675568,8.0,46,4,22314,1512
DTLZ2,3,2,100,[1.03492214e-18 1.00230044e+00 0.00000000e+00],"[[0.00000000e+00 6.13732012e-17]
 [1.00230044e+00 1.00230044e+00]
 [0.00000000e+00 6.03382791e-17]]",0.008836522093475744,0.0804079694096973,8.080120954484004,8.0,52,4,26070,1200
DTLZ2,3,3,100,[0.83448584 0.         0.55632389],"[[0.7147538  0.95421788]
 [0.         0.11973204]
 [0.43659185 0.67605594]]",0.28792289694946205,0.008963758207151735,6.149108779093576,8.863144076233652,0,54,1512,6324
DTLZ2,3,4,100,[0.98890093 0.         0.24722523],"[[0.85343448 1.01051665]
 [0.         0.13546644]
 [0.11175879 0.38269168]]",0.06511628296757706,0.027234052589222082,8.304218551769402,8.700181085463132,50,57,13788,29700
DTLZ2,3,5,100,[0.822513   0.         0.54503854],"[[0.81260261 0.83242339]
 [0.         0.        ]
 [0.53512815 0.55494893]]",0.007080787539797154,0.0349673717815822,8.62734883901084,7.956510405995444,86,6,27072,1554
DTLZ2,3,6,100,[0.8239102  0.         0.54652887],"[[0.81567641 0.83214399]
 [0.         0.        ]
 [0.53829509 0.55476266]]",0.006447231189153437,0.023797468359105556,8.620773524220319,8.059834705994303,75,11,32400,30210
DTLZ2,3,7,100,[0.83150778 0.         0.55412645],"[[0.83087158 0.83214399]
 [0.         0.        ]
 [0.55349025 0.55476266]]",0.0059167945626652325,0.03155944532915217,8.6217862326064,8.004399271235183,72,10,32400,34368
DTLZ3,3,1,100,[3.40217155e-15 1.14673485e+00 1.00474304e+00],"[[0.         1.05137833]
 [0.64962446 1.14673485]
 [1.00474304 1.00474304]]",0.0048704761335338935,0.10434324218384419,8.85196978146417,7.909459771487032,14,2,24306,4962
DTLZ3,3,2,100,[4.13970033e-16 1.14673485e+00 1.00474304e+00],"[[0.         1.05137833]
 [1.14673485 1.14673485]
 [1.00474304 1.00474304]]",0.005281618732321811,0.06614244637614572,8.854739499213698,8.008842463780256,23,1,32400,33606
