problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[0.7121138  1.16280978 1.00696425],"[[0.         1.03178653]
 [1.16280978 1.16280978]
 [0.66192678 1.00696425]]",0.7011991535785395,0.682253491654575,9.10304294022268,9.293383347342884,8,6,26946,27552
DTLZ1,3,2,100,[0.07058665 0.23023334 1.00696425],"[[0.0025063  0.13866699]
 [0.16215299 0.29831368]
 [1.00696425 1.00696425]]",0.5633414050620621,0.5593548490328727,8.395900341571569,8.584267037263329,15,8,27996,14754
DTLZ1,3,3,100,[0.08025821 0.12563619 0.48365808],"[[0.06702295 0.09349347]
 [0.11240093 0.13887145]
 [0.47042282 0.49689333]]",0.5735884829176451,0.5688191476436001,8.468784246776165,8.256036696609893,57,0,30924,30000
DTLZ1,3,4,100,[1.74830772e-04 1.29886681e-04 5.53693044e-01],"[[1.74830772e-04 1.74830772e-04]
 [1.29886681e-04 1.29886681e-04]
 [5.53693044e-01 5.53693044e-01]]",0.5519369509147641,0.5585021785372427,8.080112703048824,7.999999505518461,74,1,25680,1542
DTLZ1,3,5,100,[0.08267113 0.08267113 0.31992591],"[[0.07096261 0.09437964]
 [0.07096261 0.09437964]
 [0.30821739 0.33163442]]",0.5739188934950908,0.680714144583244,8.55440236274011,7.292888681326901,106,1,27600,1500
DTLZ1,3,6,100,[0.06117308 0.06117308 0.27907284],"[[0.03764402 0.08470213]
 [0.03764402 0.08470213]
 [0.25554378 0.3026019 ]]",0.5671729560214521,0.562562741962119,8.475495490466889,8.751554448832756,107,2,31974,13350
DTLZ1,3,7,100,[0.062728 0.062728 0.280325],"[[0.04090525 0.08455076]
 [0.04090525 0.08455076]
 [0.25850225 0.30214776]]",0.5662096444846941,0.5635633595638664,8.508009526712248,8.702641325837359,107,38,32400,38256
DTLZ2,3,1,100,[2.17852929e-17 1.00557830e+00 0.00000000e+00],"[[0.00000000e+00 6.15739125e-17]
 [1.00557830e+00 1.00557830e+00]
 [0.00000000e+00 3.97886196e-17]]",0.009004748981655911,0.0804079694096973,8.079541941778867,8.0,57,2,27624,1512
DTLZ2,3,2,100,[1.00106923 0.         0.        ],"[[1.00106923 1.00106923]
 [0.         0.        ]
 [0.         0.        ]]",0.008804714926940732,0.08040796940969733,8.07945190731911,8.0,56,3,26622,1200
DTLZ2,3,3,100,[3.75113847e-33 0.00000000e+00 1.00027683e+00],"[[0.00000000e+00 6.12492907e-17]
 [0.00000000e+00 6.12492907e-17]
 [1.00027683e+00 1.00027683e+00]]",0.00768913374315071,0.0804079694096973,8.079346959694533,8.0,47,4,23142,1200
