problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[0.03556213 0.0197387  1.11064821],"[[0.03556213 0.03556213]
 [0.0197387  0.0197387 ]
 [1.11064821 1.11064821]]",0.5526787849387581,0.8270467593802615,8.236850904384822,5.692379876074565,29,0,21342,1512
DTLZ1,3,2,100,[0.80295939 1.0138128  0.96541487],"[[0.45742676 1.13580884]
 [1.0138128  1.0138128 ]
 [0.61988224 1.11064821]]",0.7043224561665538,0.6986901412280119,9.274445832398127,9.479876331225881,12,0,25170,23424
DTLZ1,3,3,100,[0.25739448 0.25739448 0.93463893],"[[0.17136954 0.34341942]
 [0.17136954 0.34341942]
 [0.84861398 1.02066387]]",0.5824083506718001,0.5762339204424346,8.643173683094641,8.841951671419077,66,2,24252,29532
DTLZ1,3,4,100,[0.20581634 0.61744903 0.27712581],"[[0.18001709 0.23161559]
 [0.59164978 0.64324828]
 [0.25132656 0.30292506]]",0.6297960463870865,0.6225594813657028,8.821666684667118,8.589675262739147,90,1,27822,4950
DTLZ1,3,5,100,[0.12734077 0.12734077 0.56311626],"[[0.07244852 0.18223301]
 [0.07244852 0.18223301]
 [0.50822401 0.6180085 ]]",0.565828058545579,0.5618705388369075,8.590145504201345,8.91391010390736,87,0,27906,25086
DTLZ1,3,6,100,[0.05773693 0.05773693 0.29255266],"[[0.03372072 0.08175313]
 [0.03372072 0.08175313]
 [0.26853645 0.31656887]]",0.567634258188331,0.5613837982553401,8.361624068346753,8.713528091953188,107,18,32082,37158
DTLZ1,3,7,100,[0.06122188 0.06122188 0.29414365],"[[0.04163762 0.08080615]
 [0.04163762 0.08080615]
 [0.27455939 0.31372792]]",0.5676699190294076,0.565406750531435,8.460811698389092,8.535959926586022,107,36,32388,38118
DTLZ2,3,1,100,[5.67972698e-17 9.77001760e-01 2.44250440e-01],"[[0.         0.16404916]
 [0.8129526  1.14105092]
 [0.08020128 0.4082996 ]]",0.06578204168376021,0.016373197958129544,8.303073223521519,8.788944913820659,48,64,21048,24348
DTLZ2,3,2,100,[0.90850664 0.30283555 0.30283555],"[[0.79162363 1.02538964]
 [0.18595254 0.41971855]
 [0.18595254 0.41971855]]",0.03264652027595898,0.018360815770696887,8.765164813070664,9.130597570122134,99,78,25806,20616
DTLZ2,3,3,100,[1.0002661 0.        0.       ],"[[1.0002661 1.0002661]
 [0.        0.       ]
 [0.        0.       ]]",0.008820792809493064,0.08040796940969733,8.080155787610968,8.0,63,4,26628,1530
DTLZ2,3,4,100,[0.24362273 0.97449094 0.        ],"[[0.10893675 0.37830871]
 [0.83980496 1.10917692]
 [0.         0.13468598]]",0.06499234957592898,0.038374895786570384,8.323979920216008,8.580312884196983,66,47,23340,22056
DTLZ2,3,5,100,[0.88835193 0.28493778 0.28493778],"[[0.87158264 0.90512123]
 [0.26816849 0.30170708]
 [0.26816849 0.30170708]]",0.04792184119747499,0.21385655719629307,8.4610799227734,6.975404165474856,83,4,23394,1548
DTLZ2,3,6,100,[0.89189812 0.28848397 0.28848397],"[[0.87867501 0.90512123]
 [0.27526086 0.30170708]
 [0.27526086 0.30170708]]",0.05054233981736786,0.21842063752362012,8.453299579654878,6.961053582089376,76,4,32400,1200
DTLZ2,3,7,100,[0.89151465 0.28824154 0.28824154],"[[0.87811963 0.90490966]
 [0.27484652 0.30163655]
 [0.27484652 0.30163655]]",0.05009332739185784,0.07064719353589169,8.454354781233716,8.143802250543606,87,11,32400,7986
DTLZ3,3,1,100,[1.01715302 1.00552714 1.09897275],"[[0.93532854 1.01715302]
 [0.37938632 1.06658847]
 [1.09897275 1.09897275]]",0.022534205643324964,0.042133993661713304,9.143013760964543,8.647672657669993,12,4,30762,27906
DTLZ3,3,2,100,[0.10853744 0.08908402 1.09897275],"[[0.10853744 0.10853744]
 [0.08908402 0.08908402]
 [1.09897275 1.09897275]]",0.0461983866519317,0.08754482005699653,8.780883854814315,7.9357692012489105,12,2,26748,1524
DTLZ3,3,3,100,[1.22681045e-16 1.06658847e+00 0.00000000e+00],"[[0.00000000e+00 1.73837375e-06]
 [1.06658847e+00 1.06658847e+00]
 [0.00000000e+00 1.73837375e-06]]",0.0076049874744588825,0.08040672124414584,8.080109504584689,7.999999166809283,11,1,23418,18186
DTLZ3,3,4,100,[6.36916404e-17 2.71855688e-01 1.08742275e+00],"[[0.         0.11642502]
 [0.15543067 0.38828071]
 [0.97099773 1.09897275]]",0.06279179474034786,0.046207612945662786,8.31244347081413,8.429288332150836,77,0,19674,16962
DTLZ3,3,5,100,[0.         1.04707411 0.        ],"[[0.00000000e+00 1.25656328e-17]
 [1.04707411e+00 1.04707411e+00]
 [0.00000000e+00 0.00000000e+00]]",0.01244334258458045,0.0804079694096973,8.022393349230729,8.0,35,1,26004,1548
DTLZ3,3,6,100,[0.         1.00751091 0.        ],"[[0.         0.        ]
 [0.99797951 1.01704232]
 [0.         0.        ]]",0.012524705533429922,0.0804079694096973,8.024024002072473,8.0,72,1,32400,1200
DTLZ3,3,7,100,[0.         1.01230452 0.        ],"[[0.         0.        ]
 [1.01021952 1.01438952]
 [0.         0.        ]]",0.01302809988741392,0.0804079694096973,8.024236782587879,8.0,70,1,32400,1200
DTLZ4,3,1,100,[3.81924301e-17 1.01368269e+00 3.92515291e-17],"[[0.00000000e+00 1.82180874e-14]
 [1.01368269e+00 1.01368269e+00]
 [0.00000000e+00 1.82191465e-14]]",0.008788551239776968,0.04799127430303852,8.08027842468154,7.989754335834164,48,9,27438,5496
