problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[0.15072327 1.02266565 1.06810139],"[[0.         0.6638666 ]
 [1.02266565 1.02266565]
 [1.06810139 1.06810139]]",0.6648877686086024,0.7120466105203707,9.011909650991807,8.532399423500738,15,4,21948,28542
DTLZ1,3,2,100,[0.         0.58426723 1.06810139],"[[0.         0.28184872]
 [0.30241851 0.86611595]
 [1.06810139 1.06810139]]",0.6108242848663678,0.6015449067166491,8.625614610623593,8.883929224351537,12,1,28866,28416
DTLZ1,3,3,100,[0.         0.13397356 0.97883639],"[[0.         0.0423261 ]
 [0.09164746 0.17629967]
 [0.93651029 1.02116249]]",0.5545565537318505,0.5563384768630336,8.594277793501108,8.422791917475637,84,1,27114,30282
DTLZ1,3,4,100,[0.         0.9593154  0.23882891],"[[0.         0.09054081]
 [0.86877459 1.02266565]
 [0.14828809 0.32936972]]",0.6819901359125159,0.683982259871457,8.320282834132918,8.467596678809318,99,1,26892,18600
DTLZ1,3,5,100,[0.         0.0626607  0.33761891],"[[0.         0.        ]
 [0.02833563 0.09698577]
 [0.30329383 0.37194398]]",0.558554820356309,0.5566557330857279,8.23345532055789,8.47298045109635,95,2,21366,31650
DTLZ1,3,6,100,[0.         0.04662789 0.30920278],"[[0.         0.        ]
 [0.0057308  0.08752497]
 [0.2683057  0.35009986]]",0.5585398752365814,0.5558249906692837,8.126511101626042,8.464947216407477,104,20,32154,37092
DTLZ1,3,7,100,[0.         0.04783573 0.31041063],"[[0.         0.        ]
 [0.0081465  0.08752497]
 [0.27072139 0.35009986]]",0.5588981902097079,0.5557052849836771,8.123149682611635,8.474014538368516,106,41,32400,38202
DTLZ2,3,1,100,[0.33765975 0.67531951 0.67531951],"[[0.0679099  0.60740961]
 [0.40556965 0.94506936]
 [0.40556965 0.94506936]]",0.05057154543772659,0.025429468972781057,8.929133156352936,9.471063565810203,96,98,24708,28008
DTLZ2,3,2,100,[1.01508972e-17 1.00342674e+00 0.00000000e+00],"[[0.00000000e+00 6.14421673e-17]
 [1.00342674e+00 1.00342674e+00]
 [0.00000000e+00 5.12912701e-17]]",0.008831581206940269,0.0804079694096973,8.08048044204418,8.0,61,3,27840,1524
DTLZ2,3,3,100,[0.83801026 0.55867351 0.        ],"[[0.75877435 0.91724617]
 [0.4794376  0.63790941]
 [0.         0.07923591]]",0.00576236067616894,0.28792289694946205,8.777617290988212,6.149108779093576,82,4,18330,1200
DTLZ2,3,4,100,[1.00012965 0.         0.        ],"[[1.00012965 1.00012965]
 [0.         0.        ]
 [0.         0.        ]]",0.008813294902153906,0.08040796940969733,8.080012063615571,8.0,60,4,27264,1200
DTLZ2,3,5,100,[0.30846308 0.64239479 0.64239479],"[[0.28299446 0.33393171]
 [0.61692617 0.66786342]
 [0.61692617 0.66786342]]",0.45538557247002937,0.5903415848094933,5.339493679520121,4.653816053273635,0,4,1512,1200
DTLZ2,3,6,100,[0.30846308 0.64239479 0.64239479],"[[0.28299446 0.33393171]
 [0.61692617 0.66786342]
 [0.61692617 0.66786342]]",0.03972256108751237,0.5903415848094933,8.710716607203537,4.653816053273635,83,4,20670,1200
