problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[1.08497374 1.24145756 1.18024841],"[[0.09923943 1.08497374]
 [1.24145756 1.24145756]
 [1.18024841 1.18024841]]",0.7211102531281202,0.7103447710381566,9.149158634379143,8.57924073196027,14,5,27234,28392
DTLZ1,3,2,100,[0.16018064 0.12050944 1.18024841],"[[0.         0.44597699]
 [0.         0.4063058 ]
 [1.18024841 1.18024841]]",0.5547811690300106,0.5541386816846819,9.071610055597413,9.012644057782357,2,20,25704,25194
DTLZ1,3,3,100,[0.         0.84477843 0.29204571],"[[0.         0.15837635]
 [0.68640208 1.00315478]
 [0.13366936 0.45042206]]",0.7224987014005618,0.7398717843475514,8.458478235949494,8.70881836857285,9,38,21438,25362
DTLZ1,3,4,100,[0.         0.60116251 0.00969619],"[[0.         0.01731867]
 [0.58384384 0.61848118]
 [0.         0.02701486]]",0.5520358458988534,0.5557020017885785,8.138817130946554,8.00384243932024,0,38,29352,30570
DTLZ1,3,5,100,[0.         0.34526689 0.05569072],"[[0.         0.        ]
 [0.30443223 0.38610156]
 [0.01485606 0.09652539]]",0.6298651859112065,0.6292087437915121,8.116478429785849,8.470639172799636,0,51,30594,32940
DTLZ1,3,6,100,[0.         0.36043834 0.07086217],"[[0.         0.        ]
 [0.33477511 0.38610156]
 [0.04519894 0.09652539]]",0.6588729246239111,0.6620345759664243,8.249330093420275,8.360354188521937,69,45,32214,37194
DTLZ1,3,7,100,[0.         0.30909489 0.04703737],"[[0.         0.        ]
 [0.26877975 0.34941003]
 [0.00672223 0.08735251]]",0.6297588751868469,0.6295669516087403,8.120517653332252,8.464645506756543,107,59,32034,37512
DTLZ2,3,1,100,[5.61584888e-17 2.55212235e-17 1.00740170e+00],"[[5.61584888e-17 5.61584888e-17]
 [2.55212235e-17 2.55212235e-17]
 [1.00740170e+00 1.00740170e+00]]",0.008777729852565423,0.08040796940969729,8.079799764049964,8.0,49,4,25002,1512
DTLZ2,3,2,100,[3.75089160e-33 1.00039744e+00 0.00000000e+00],"[[0.00000000e+00 6.12566763e-17]
 [1.00039744e+00 1.00039744e+00]
 [0.00000000e+00 6.12566763e-17]]",0.008584135768011833,0.0804079694096973,8.079522073293584,8.0,61,4,25884,1200
DTLZ2,3,3,100,[0.97606139 0.24401535 0.        ],"[[0.86927942 1.08284337]
 [0.13723337 0.35079733]
 [0.         0.10678198]]",0.06528292292506473,0.029044145601598487,8.321525047284142,8.559561867151727,49,33,19110,21900
DTLZ2,3,4,100,[1.00015172 0.         0.        ],"[[1.00015172 1.00015172]
 [0.         0.        ]
 [0.         0.        ]]",0.008787150997211692,0.08040796940969733,8.08000681697078,8.0,52,4,30138,1542
DTLZ2,3,5,100,[0.64390861 0.30999681 0.64390861],"[[0.61999363 0.6678236 ]
 [0.28608183 0.3339118 ]
 [0.61999363 0.6678236 ]]",0.041926395627493576,0.5909420522473069,8.794705822710032,4.652304565964963,76,4,10620,1200
DTLZ2,3,6,100,[0.64809849 0.31450787 0.64809849],"[[0.62901574 0.66718124]
 [0.29542511 0.33359062]
 [0.62901574 0.66718124]]",0.04206887880433051,0.592790326365439,8.663246326289542,4.647647871877719,91,3,32400,1200
DTLZ2,3,7,100,[0.6622591  0.32868214 0.6622591 ],"[[0.65736429 0.66715391]
 [0.32378733 0.33357695]
 [0.65736429 0.66715391]]",0.04925863766662719,0.5981207265104972,8.654421982778189,4.63418224210657,84,4,32400,1200
DTLZ3,3,1,100,[1.14956082 1.20033937 1.28446703],"[[1.14956082 1.14956082]
 [1.20033937 1.20033937]
 [1.28446703 1.28446703]]",0.020745496442320634,0.050833209019315144,9.238634752377594,7.84203795071271,6,2,27054,1512
DTLZ3,3,2,100,[0.31535972 0.33047878 1.28446703],"[[0.31535972 0.31535972]
 [0.33047878 0.33047878]
 [1.28446703 1.28446703]]",0.008933671991528218,0.10143374871718555,8.757629950168303,7.32614954794307,13,2,24294,1200
DTLZ3,3,3,100,[0.95574507 1.20033937 0.95574507],"[[0.73159026 1.14956082]
 [1.20033937 1.20033937]
 [0.73159026 1.17989988]]",0.024369732088956503,0.034140284667479884,9.323320551126553,9.14726209009282,87,1,15378,18714
DTLZ3,3,4,100,[1.05396714e-17 4.92783087e-01 1.28446703e+00],"[[0.         0.35851582]
 [0.13426727 0.85129891]
 [1.28446703 1.28446703]]",0.011136413847596772,0.029732906081426435,8.424265728603666,8.650064129069122,16,2,17184,5232
DTLZ3,3,5,100,[1.14267231 1.14267231 0.44571619],"[[0.89143238 1.14956082]
 [0.89143238 1.20033937]
 [0.19447625 0.69695613]]",0.009667117553845453,0.010175148195475067,8.83622623353974,9.054869151455135,83,3,21858,22896
DTLZ3,3,6,100,[0.65090966 0.65090966 0.31328434],"[[0.62656869 0.67525062]
 [0.62656869 0.67525062]
 [0.28894338 0.33762531]]",0.03722539543356237,0.026450956753627037,8.773649202289759,8.297085947684522,105,2,32154,35190
DTLZ3,3,7,100,[0.6684958  0.6684958  0.33227698],"[[0.66455396 0.67243765]
 [0.66455396 0.67243765]
 [0.32833513 0.33621882]]",0.048408420729241786,0.0573711624438202,8.711880244517388,8.051094210175325,107,2,32400,29028
DTLZ4,3,1,100,[5.76677740e-017 1.01424737e+000 1.08797366e-132],"[[5.32308083e-17 6.21047397e-17]
 [1.01424737e+00 1.01424737e+00]
 [0.00000000e+00 4.43696572e-18]]",0.008904532080073782,1.6813980467856413,8.080244303338445,1.000000000482749,52,4,25722,1512
DTLZ4,3,2,100,[1.00111446e+000 1.97349505e-021 5.45745947e-155],"[[1.00109650e+00 1.00113242e+00]
 [0.00000000e+00 1.79596919e-05]
 [0.00000000e+00 1.79596919e-05]]",0.008750468826773796,0.08039312135442886,8.080199880392717,7.99999361929308,60,2,28044,26748
DTLZ4,3,3,100,[4.90114501e-18 5.11120292e-22 1.00042629e+00],"[[0.00000000e+00 6.12584424e-17]
 [0.00000000e+00 5.63578086e-17]
 [1.00042629e+00 1.00042629e+00]]",0.008839113549611387,0.0804079694096973,8.079327541783204,8.0,63,3,25512,1530
DTLZ4,3,4,100,[1.02019158e-018 1.00008630e+000 5.45745947e-155],"[[0.00000000e+00 1.18097188e-08]
 [1.00008629e+00 1.00008631e+00]
 [0.00000000e+00 1.18097188e-08]]",0.008857877857353707,0.08040791292796934,8.07996481496855,7.999999915691264,45,8,25050,4668
DTLZ4,3,5,100,[0.80215392 0.19487787 0.19487787],"[[0.69339376 0.91091408]
 [0.0861177  0.30363803]
 [0.0861177  0.30363803]]",0.007602212007528819,0.006454201046764933,8.476056193226835,8.958060649828163,87,73,24912,21264
DTLZ4,3,6,100,[0.89452057 0.29148091 0.29148091],"[[0.88448166 0.90455949]
 [0.281442   0.30151983]
 [0.281442   0.30151983]]",0.0283406899389606,0.0804416860784985,8.551550742144258,8.099645557634776,91,23,31014,30654
DTLZ4,3,7,100,[0.9004585  0.29741884 0.29741884],"[[0.89635751 0.90455949]
 [0.29331785 0.30151983]
 [0.29331785 0.30151983]]",0.031139406912016956,0.0921941991303276,8.55953063514131,8.045292221418707,77,20,32400,35784
DTLZ1,4,1,100,[0.         1.19731495 1.41289451 1.02101316],"[[0.         1.13102217]
 [1.19731495 1.19731495]
 [1.41289451 1.41289451]
 [0.06507332 1.02101316]]",0.7926307308855289,0.8560730656192407,,,26,14,40432,36024
DTLZ1,4,2,100,[0.         1.19731495 0.5392385  0.64408331],"[[0.         0.18067709]
 [1.19731495 1.19731495]
 [0.35856141 0.71991559]
 [0.46340622 0.8247604 ]]",0.8110471913461456,0.8241558805545428,,,40,2,43312,33392
DTLZ1,4,3,100,[0.         0.10594141 0.         1.02101316],"[[0.         0.05986285]
 [0.04607857 0.16580426]
 [0.         0.05986285]
 [1.02101316 1.02101316]]",0.565968010707887,0.5666185604233205,,,117,0,37120,38648
DTLZ1,4,4,100,[0.         0.46972955 0.11743239 0.00670817],"[[0.         0.00488716]
 [0.4648424  0.47461671]
 [0.11254523 0.12231955]
 [0.00182102 0.01159533]]",0.7018550298887994,0.9692425202202739,,,122,2,40760,3824
