problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[1.2316206  1.10418202 1.03732604],"[[1.2316206  1.2316206 ]
 [0.01610695 1.1247692 ]
 [1.03732604 1.03732604]]",0.7110801594423083,0.712055503574714,9.203005167926115,8.612060526451897,1,13,24030,27480
DTLZ1,3,2,100,[0.44739252 1.1247692  1.03732604],"[[0.         1.04589671]
 [0.59381218 1.1247692 ]
 [1.03732604 1.03732604]]",0.6885480040331621,0.6826819817761903,8.94329643497268,8.930249510722177,1,51,26124,28194
DTLZ1,3,3,100,[0.02872183 1.1247692  1.01037205],"[[0.         0.40390342]
 [1.1247692  1.1247692 ]
 [0.63519046 1.03732604]]",0.6912750862372777,0.7386769059331036,8.855819722887729,8.621521068257406,1,16,28170,31740
DTLZ1,3,4,100,[1.42050926e-04 2.88640676e-01 3.72402817e-01],"[[0.         0.09225775]
 [0.19652497 0.38075638]
 [0.28028712 0.46451852]]",0.6443073654998802,0.631884802447419,8.789185938675459,8.976916595275414,49,77,30768,32334
DTLZ1,3,5,100,[0.         0.2530551  0.13158241],"[[0.         0.        ]
 [0.20239835 0.30371185]
 [0.08092566 0.18223916]]",0.8062967221245366,0.796961504877582,8.445850946539029,8.610073622380545,102,26,27348,32730
DTLZ1,3,6,100,[0.         0.25061145 0.13582311],"[[0.         0.        ]
 [0.2175641  0.28365879]
 [0.10277577 0.16887045]]",0.7990637307746674,0.7933107473247287,8.441833406603992,8.552102637333546,104,44,32334,36942
DTLZ1,3,7,100,[0.         0.24906333 0.13481407],"[[0.         0.        ]
 [0.21608512 0.28204154]
 [0.10183586 0.16779228]]",0.7993344243047811,0.7924371298476247,8.433373261704492,8.611399599945035,103,53,32400,38502
DTLZ2,3,1,100,[3.34639631e-17 0.00000000e+00 1.00553448e+00],"[[0.00000000e+00 8.51474175e-17]
 [0.00000000e+00 5.16834544e-17]
 [1.00553448e+00 1.00553448e+00]]",0.008846471551443172,0.08040796940969729,8.080331021434782,8.0,48,4,21450,1512
DTLZ2,3,2,100,[3.75358372e-33 1.00105669e+00 0.00000000e+00],"[[0.00000000e+00 6.12970438e-17]
 [1.00105669e+00 1.00105669e+00]
 [0.00000000e+00 6.12970438e-17]]",0.00868380283653582,0.0804079694096973,8.080137862428318,8.0,53,4,24702,1200
DTLZ2,3,3,100,[1.00040621 0.         0.        ],"[[1.00040621 1.00040621]
 [0.         0.        ]
 [0.         0.        ]]",0.008706138124315543,0.08040796940969733,8.080291760602082,8.0,52,4,26190,1200
DTLZ2,3,4,100,[3.75087884e-33 1.00016177e+00 0.00000000e+00],"[[0.00000000e+00 6.12422458e-17]
 [1.00016177e+00 1.00016177e+00]
 [0.00000000e+00 6.12422458e-17]]",0.00850209439486179,0.0804079694096973,8.080112165670146,8.0,43,4,23358,1200
DTLZ2,3,5,100,[0.61295037 0.61295037 0.27805248],"[[0.55610496 0.66979578]
 [0.55610496 0.66979578]
 [0.22120707 0.33489789]]",0.5777871403014495,0.5777871403014495,4.685261830269861,4.685261830269861,1,4,1512,1200
DTLZ2,3,6,100,[0.61295037 0.61295037 0.27805248],"[[0.55610496 0.66979578]
 [0.55610496 0.66979578]
 [0.22120707 0.33489789]]",0.5777871403014495,0.5777871403014495,4.685261830269861,4.685261830269861,1,4,1200,1200
DTLZ2,3,7,100,[0.61295037 0.61295037 0.27805248],"[[0.55610496 0.66979578]
 [0.55610496 0.66979578]
 [0.22120707 0.33489789]]",0.5777871403014495,0.5777871403014495,4.685261830269861,4.685261830269861,0,4,1200,1200
DTLZ3,3,1,100,[0.87858856 1.05326473 1.06296641],"[[0.87858856 0.87858856]
 [1.05326473 1.05326473]
 [1.06296641 1.06296641]]",0.023139995103877254,0.1912936933611156,9.143994791260067,6.846728452981501,23,3,29058,1512
DTLZ3,3,2,100,[7.15541237e-16 1.05326473e+00 0.00000000e+00],"[[6.45460543e-16 7.85621931e-16]
 [1.05326473e+00 1.05326473e+00]
 [0.00000000e+00 7.00806940e-17]]",0.0074569084813428145,0.05086709204939926,8.079372804465907,8.011675671503998,15,2,24588,2292
DTLZ3,3,3,100,[1.0751677  1.05326473 1.06296641],"[[0.46890157 1.0751677 ]
 [0.46890157 1.05326473]
 [1.06296641 1.06296641]]",0.027553377309729697,0.7214140638132209,9.097399130504996,3.9705770913469407,64,3,24408,1212
DTLZ3,3,4,100,[1.0751677  1.05326473 0.        ],"[[1.0751677  1.0751677 ]
 [1.05326473 1.05326473]
 [0.         0.38004163]]",0.019479457955745388,0.2653847052441517,8.763224426723188,6.2995454857610245,12,2,25320,1200
DTLZ3,3,5,100,[0.57667224 0.57667224 0.22653074],"[[0.45306147 0.70028301]
 [0.45306147 0.70028301]
 [0.10291997 0.35014151]]",0.010110449119921724,0.006402116712818505,8.763261134510453,9.098417364296067,96,3,29760,21396
DTLZ3,3,6,100,[0.66898074 0.66898074 0.32343956],"[[0.64687912 0.69108236]
 [0.64687912 0.69108236]
 [0.30133794 0.34554118]]",0.042706215644766954,0.0314301657627384,8.670852814821394,8.248667914849742,105,2,31638,33282
DTLZ3,3,7,100,[0.67065624 0.67065624 0.32999669],"[[0.65999338 0.6813191 ]
 [0.65999338 0.6813191 ]
 [0.31933383 0.34065955]]",0.04569467826624666,0.04752970356302642,8.711494059670903,8.122893054312987,105,3,32400,36954
DTLZ4,3,1,100,[1.43324347e-17 6.00155309e-17 1.00768943e+00],"[[1.43324347e-17 1.43324347e-17]
 [6.00155309e-17 6.00155309e-17]
 [1.00768943e+00 1.00768943e+00]]",0.008795262999066755,0.08040796940969729,8.079703220727954,8.0,47,4,27906,1512
DTLZ4,3,2,100,[1.01851790e-18 1.00049990e+00 5.44485835e-12],"[[0.00000000e+00 1.23647251e-08]
 [1.00049989e+00 1.00049991e+00]
 [0.00000000e+00 1.23701699e-08]]",0.023245185321193483,0.0804078382317712,7.946433051591435,8.000000000000101,52,6,27894,4374
DTLZ4,3,3,100,[1.00007849e+00 3.11676592e-22 2.45265877e-13],"[[1.00007832e+00 1.00007866e+00]
 [0.00000000e+00 1.67654931e-07]
 [0.00000000e+00 1.67655176e-07]]",0.008884681352552805,0.08040782384163407,8.080161189781753,7.999999918494845,57,11,28944,18246
DTLZ4,3,4,100,[1.01851790e-18 6.48634080e-24 1.00001159e+00],"[[0.00000000e+00 6.12330497e-17]
 [0.00000000e+00 6.02145383e-17]
 [1.00001159e+00 1.00001159e+00]]",0.009020758169817917,1.681398047064112,8.080207939106204,1.0,64,4,27966,1494
DTLZ4,3,5,100,[0.         0.96965195 0.24131151],"[[0.00000000e+00 1.08420217e-18]
 [9.68183313e-01 9.71120586e-01]
 [2.39842874e-01 2.42780146e-01]]",0.06422401644890222,0.10911845269424517,8.218622713376327,8.007605060614484,64,8,25374,5178
DTLZ4,3,6,100,[0.         0.96967607 0.24204218],"[[0.00000000e+00 9.75781955e-19]
 [9.69173629e-01 9.70178519e-01]
 [2.41539740e-01 2.42544630e-01]]",0.06469462092820917,0.11069669932329326,8.216095825035893,8.0026476704501,72,5,32400,31812
DTLZ4,3,7,100,[0.         0.96967607 0.24204218],"[[0.00000000e+00 9.75781955e-19]
 [9.69173629e-01 9.70178519e-01]
 [2.41539740e-01 2.42544630e-01]]",0.06485909454977294,0.11066793443161274,8.216683693496183,8.002872813780511,73,7,32400,38274
DTLZ1,4,1,100,[0.05974629 0.65464017 1.13601322 1.22553008],"[[0.         0.63322676]
 [0.0811597  1.16469316]
 [1.13601322 1.13601322]
 [1.22553008 1.22553008]]",0.7061571379239717,0.7307071693273296,,,15,20,36688,40792
DTLZ1,4,2,100,[0.         0.01729175 1.13601322 0.24309695],"[[0.         0.15837857]
 [0.         0.17567032]
 [1.13601322 1.13601322]
 [0.08471838 0.40147552]]",0.7007758041551658,0.7296973497090162,,,95,5,37488,44744
