problem,num_obj,iteration,num_gens,reference_point,preferred_ranges,iRVEA_RP_R_IGD,iRVEA_Ranges_R_IGD,iRVEA_RP_R_HV,iRVEA_Ranges_R_HV,iRVEA_RP_N_Ss,iRVEA_Ranges_N_Ss,iRVEA_RP_FEs,iRVEA_Ranges_FEs
DTLZ1,3,1,100,[0.41824621 0.30656418 1.00545954],"[[0.41824621 0.41824621]
 [0.30656418 0.30656418]
 [1.00545954 1.00545954]]",0.5969885941905573,0.7410886578494736,8.967913030743462,7.126208842816233,13,1,30450,1512
DTLZ1,3,2,100,[0.         0.         1.00545954],"[[0.         0.        ]
 [0.         0.        ]
 [1.00545954 1.00545954]]",0.5520495910715397,0.8390377424909449,8.079080357469584,5.534672287402772,9,0,14400,1200
DTLZ1,3,3,100,[0.         1.03516063 0.26998439],"[[0.         0.12688341]
 [1.03516063 1.03516063]
 [0.14310098 0.39686779]]",0.711107502331302,0.7338660783901819,8.308983625220401,8.576481114813085,59,0,25854,13656
DTLZ1,3,4,100,[0.         0.21807201 0.88766248],"[[0.         0.01178743]
 [0.20628457 0.22985944]
 [0.87587505 0.89944991]]",0.5669995785109586,0.5678303467912525,8.30247991341006,8.074660381660241,88,1,11352,6132
DTLZ1,3,5,100,[0.         0.334803   0.07307124],"[[0.         0.        ]
 [0.30013105 0.36947494]
 [0.0383993  0.10774318]]",0.6909512406775979,0.6912341293999087,8.224162490366023,8.4855237458478,98,2,26226,32964
DTLZ1,3,6,100,[0.         0.29842082 0.05372262],"[[0.         0.        ]
 [0.2549861  0.34185555]
 [0.01028789 0.09715734]]",0.6598889271514745,0.6617919924581341,8.22929011114293,8.466037628156835,106,8,32118,36474
DTLZ1,3,7,100,[0.         0.30215682 0.04349399],"[[0.         0.        ]
 [0.25942987 0.34488377]
 [0.00076704 0.08622094]]",0.6296629145072512,0.6300542720688068,8.121627482396713,8.47302017094833,107,30,32142,38400
DTLZ2,3,1,100,[4.36808743e-18 6.12483603e-17 1.00280217e+00],"[[4.36808743e-18 4.36808743e-18]
 [6.12483603e-17 6.12483603e-17]
 [1.00280217e+00 1.00280217e+00]]",0.008805214692118394,0.0804079694096973,8.081073334090435,7.999999999999999,57,4,28452,1512
DTLZ2,3,2,100,[1.02977213e-18 1.00100790e+00 0.00000000e+00],"[[0.00000000e+00 6.12940563e-17]
 [1.00100790e+00 1.00100790e+00]
 [0.00000000e+00 6.02642841e-17]]",0.008843763468455673,0.0804079694096973,8.07995838317569,8.0,55,4,27318,1200
DTLZ2,3,3,100,[0.84049104 0.56032736 0.        ],"[[0.77837574 0.90260635]
 [0.49821205 0.62244267]
 [0.         0.06211531]]",0.287922896949462,0.287922896949462,6.149108779093576,6.149108779093576,1,4,1512,1200
